society,price,sector,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,property_type,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
experion the heartsong,1.0,sector 108,824.0,3,4,3,3.0,Moderately Old,flat,1771.32,1,0,0,0,0,2,75
mapsko mount ville,1.0,sector 79,1384.0,3,3,3,18.0,Relatively New,flat,1165.0,1,0,0,1,0,2,160
ambience lagoon,4.0,sector 24,1328.0,3,4,3+,3.0,Old Property,flat,3201.0,0,1,1,0,0,2,131
sare crescent parc,1.0,sector 92,513.0,4,3,2,1.0,Relatively New,flat,2167.0,0,0,0,0,0,1,49
shree vardhman victoria,1.0,sector 70,769.0,3,5,3,7.0,Relatively New,flat,1527.0,0,1,0,0,0,2,174
shapoorji pallonji joyville gurugram,2.0,sector 102,1200.0,3,3,2,1.0,New Property,flat,1337.0,0,0,0,0,0,1,67
independent,10.85,sector 25,38150.0,6,6,1,3.0,Relatively New,house,2844.0,0,0,1,0,0,2,136
sare homes,1.0,sector 92,521.0,4,4,3,8.0,Relatively New,flat,2518.0,0,1,0,0,0,1,108
mapsko mount ville,1.0,sector 79,839.0,3,3,3,22.0,Relatively New,flat,1154.0,1,0,0,1,0,1,160
independent,1.15,sector 105,3285.0,3,2,1,1.0,Moderately Old,house,3889.0,0,0,0,0,0,1,0
godrej,2.0,sector 79,1114.0,3,3,3+,5.0,Relatively New,flat,2244.0,0,0,0,0,0,1,0
sushant lok 1 builder floors,1.95,sector 43,10078.0,3,4,3+,4.0,New Property,house,1935.0,0,1,0,0,0,2,78
signature global the millennia,0.05,sector 37d,917.0,2,2,3,3.0,New Property,flat,610.0,0,0,0,0,0,1,71
independent,11.58,sector 50,35741.0,5,5,3,2.0,Moderately Old,house,3240.0,0,1,0,0,0,1,20
m3m skycity,3.0,sector 65,1641.0,3,3,3,17.0,Under Construction,flat,18280.0,0,0,0,0,0,1,99
godrej nature plus,1.0,sector 33,1259.0,3,3,3+,6.0,New Property,flat,1500.0,0,1,0,0,0,1,38
pioneer araya,1.0,sector 62,1950.0,5,7,3,10.0,Relatively New,flat,4990.0,0,1,0,0,0,2,153
unitech uniworld gardens,2.0,sector 47,1031.0,3,4,3+,10.0,Moderately Old,flat,1950.0,0,1,0,0,0,1,49
emaar mgf emerald floors premier,2.0,sector 65,1468.0,4,4,0,0.0,Relatively New,flat,2194.0,0,0,1,0,0,1,50
mahindra luminare,5.0,sector 59,1917.0,3,4,3,16.0,New Property,flat,3361.0,0,1,0,0,0,2,49
dlf regal gardens,1.0,sector 90,684.0,3,3,3+,15.0,Relatively New,flat,1572.0,0,0,0,0,0,1,118
orchid petals,4.0,sector 49,1163.0,5,5,3+,14.0,Relatively New,flat,3724.0,1,1,0,1,0,1,49
independent,1.0,sector 110,8795.0,3,2,2,1.0,Old Property,house,120.0,0,0,0,1,0,1,0
sare crescent parc,0.08,sector 92,603.0,3,2,2,3.0,Relatively New,flat,1473.0,0,0,0,0,0,1,15
emaar digihomes,2.0,sector 62,1392.0,2,2,3,12.0,New Property,flat,1500.0,0,0,0,0,1,2,49
adani m2k oyster grande,2.0,sector 102,782.0,4,5,3+,5.0,Relatively New,flat,2894.0,0,1,0,0,0,1,76
ramprastha primera,1.0,sector 37d,600.0,3,3,3,9.0,Relatively New,flat,1700.0,0,0,0,0,0,1,158
orchid petals,4.0,sector 49,1098.0,5,5,3+,14.0,Moderately Old,flat,3724.0,1,1,0,1,0,1,49
tulip violet,1.0,sector 69,957.0,3,3,2,0.0,Relatively New,flat,1325.0,0,0,0,1,0,0,165
independent,0.75,sector 3 phase 3 extension,6410.0,2,2,0,1.0,Moderately Old,house,130.0,0,0,0,0,0,1,0
bptp terra,1.0,sector 37d,801.0,3,3,3,9.0,Relatively New,flat,1639.0,0,0,0,0,0,1,107
ansals florence villa,3.3,sector 57,19820.0,4,3,3+,2.0,Moderately Old,house,1665.0,1,1,1,1,0,1,151
dlf regency park,2.0,sector 28,1370.0,3,3,2,19.0,Old Property,flat,1700.0,0,1,0,0,0,1,158
uphaar residency 2,0.04,sector 105,560.0,3,2,1,0.0,Moderately Old,flat,833.0,0,0,0,0,1,1,7
dlf new town heights,1.0,sector 90,648.0,3,3,3+,6.0,Relatively New,flat,1929.0,0,1,0,1,0,1,136
independent,0.7,sector 12,4118.0,4,4,1,2.0,Moderately Old,house,1700.0,0,0,0,0,0,1,0
vatika city,2.0,sector 49,1177.0,3,4,3,11.0,Moderately Old,flat,1750.75,0,1,0,1,0,2,140
tarc maceo,0.08,sector 91,634.0,2,2,3+,9.0,Relatively New,flat,1302.0,0,0,0,0,1,2,13
ardee city,1.0,sector 52,915.0,4,4,3,3.0,Old Property,flat,1484.0,0,0,0,0,0,1,65
ansal harmony homes,1.0,sector 57,1067.0,2,2,1,0.0,Old Property,flat,950.0,0,0,0,0,0,1,72
nagata group housing society,0.08,sector 1,370.0,3,3,3+,4.0,Relatively New,flat,2081.0,0,1,0,0,0,1,5
emaar palm gardens,1.0,sector 83,905.0,3,3,3,4.0,Relatively New,flat,1600.0,0,1,0,0,0,2,165
independent,11.0,sector 24,28902.0,8,11,3+,3.0,Old Property,house,5000.0,1,1,0,1,1,2,39
supertech araville,1.0,sector 79,654.0,2,2,3,4.0,Relatively New,flat,1700.0,1,0,0,0,0,1,24
shree vardhman flora,0.06,sector 90,482.0,2,2,3,6.0,Relatively New,flat,1222.0,1,0,0,0,0,1,174
shapoorji pallonji joyville gurugram,1.0,sector 102,988.0,2,2,2,0.0,Relatively New,flat,1100.0,0,0,0,0,0,1,79
ireo uptown,4.0,sector 66,1300.0,4,4,3+,15.0,Relatively New,flat,3500.0,1,1,1,1,0,2,156
signature global city 37d ph 2,1.0,sector 37d,824.0,3,3,2,2.0,Under Construction,flat,1450.0,0,0,0,0,0,1,86
the cocoon,2.0,dwarka expressway,1333.0,3,3,3,5.0,New Property,flat,1357.0,0,0,0,0,0,1,0
ats triumph,2.0,sector 104,825.0,4,4,3+,12.0,Relatively New,flat,2851.0,0,1,0,0,0,1,118
cghs hewo apartments,1.0,sector 31,1157.0,2,2,2,2.0,Old Property,flat,1200.0,0,0,0,0,0,1,28
puri diplomatic greens,2.0,sector 111,1324.0,3,3,2,12.0,Relatively New,flat,1538.0,0,0,0,0,0,1,101
independent,5.5,sector 23,21825.0,8,8,2,3.0,Moderately Old,house,2520.0,1,1,0,1,0,2,76
trisara our homes 3,0.03,sohna road,557.0,2,2,1,2.0,New Property,flat,699.0,0,0,0,0,0,1,74
m3m one key resiments,0.08,sector 67,1311.0,1,1,0,0.0,Relatively New,flat,610.0,0,0,0,0,0,1,0
unitech greenwood city,2.0,sector 45,1235.0,3,3,2,1.0,New Property,flat,195.0,0,1,0,0,0,2,19
orris aster court premier,1.0,sector 85,651.0,3,4,2,6.0,Relatively New,flat,1616.0,0,1,0,0,0,1,76
la vida by tata housing,2.0,sector 113,1033.0,3,4,3+,5.0,Relatively New,flat,2350.0,0,1,0,0,0,1,174
not applicable,0.04,sector 4,560.0,2,2,1,3.0,Relatively New,flat,833.0,0,0,0,0,0,2,26
bestech park view ananda,1.0,sector 81,669.0,3,2,3+,5.0,Relatively New,flat,1319.0,0,0,0,0,0,1,150
dlf new town heights,1.0,sector 90,639.0,4,4,3+,6.0,Relatively New,flat,2362.0,0,1,0,1,0,2,142
smart world gems,1.0,sector 89,878.0,3,3,3,2.0,Under Construction,flat,1288.0,0,0,0,1,0,1,12
signature global city 92,0.07,sector 92,772.0,2,2,3,2.0,Under Construction,flat,846.0,0,0,0,0,1,1,24
ramprastha city,1.0,dwarka expressway,903.0,3,3,2,3.0,Under Construction,flat,1303.0,0,0,0,0,0,1,0
godrej,1.0,sector 79,853.0,2,2,3,6.0,Relatively New,flat,1411.0,1,0,0,0,0,1,158
sbtl caladium,1.0,sector 109,622.0,4,4,3,8.0,Relatively New,flat,2765.0,0,1,0,0,0,1,151
umang monsoon breeze,1.0,sector 78,506.0,3,3,3+,9.0,Old Property,flat,2176.0,0,1,0,0,0,1,80
godrej air,1.0,sector 85,1001.0,3,3,3+,18.0,Under Construction,flat,2032.0,0,0,0,0,0,1,110
la vida by tata housing,1.0,sector 113,1850.0,3,2,2,10.0,Relatively New,flat,1285.0,0,0,0,1,0,2,174
sare homes,0.08,sector 76,478.0,4,4,3,3.0,Moderately Old,flat,1607.0,0,0,0,0,0,1,0
independent,0.95,sector 7,21111.0,2,1,1,3.0,New Property,house,450.0,0,0,0,0,0,1,15
nbcc heights,1.0,sector 89,706.0,3,3,3,8.0,Relatively New,flat,1923.0,1,1,0,0,0,1,105
dlf the ultima,2.0,sector 81,1036.0,3,3,3+,3.0,Relatively New,flat,1881.0,0,1,0,0,0,0,149
indiabulls centrum park,1.0,sector 103,586.0,2,2,3,1.0,Relatively New,flat,1365.0,0,0,0,0,0,2,51
orchid petals,1.0,sector 49,1053.0,3,3,3,9.0,Moderately Old,flat,2006.0,0,1,0,0,0,2,95
essel towers,2.0,sector 14,1250.0,3,4,3+,3.0,Old Property,flat,1956.0,0,0,0,0,0,1,0
sare homes,0.08,sector 92,525.0,3,3,3,7.0,Relatively New,flat,1692.0,1,0,0,0,0,2,80
signature global solera,0.02,sector 107,583.0,2,2,2,0.0,Relatively New,flat,543.0,0,0,0,0,0,1,45
breez global heights,0.02,sector 36,583.0,1,1,1,8.0,New Property,flat,458.0,0,0,0,0,0,2,57
independent,0.68,sector 3,3875.0,5,3,0,1.0,Moderately Old,house,1755.0,0,0,0,0,0,1,0
bhawani enclave,0.42,sector 12,8235.0,3,3,0,2.0,New Property,house,567.0,0,0,0,1,0,1,0
emaar gurgaon greens,1.0,sector 102,842.0,3,3,3,7.0,Relatively New,flat,1493.0,0,1,0,0,0,2,21
smart world orchard,1.0,sector 61,1391.0,2,2,2,3.0,Under Construction,flat,1278.0,1,0,0,0,0,1,37
emaar mgf emerald floors premier,2.0,sector 65,1430.0,3,3,3,2.0,Relatively New,flat,1524.0,1,1,0,0,0,2,136
senate court,0.09,sector 62,1408.0,1,1,0,0.0,Relatively New,flat,639.0,0,0,0,0,0,1,0
tulip violet,1.0,sector 69,843.0,4,4,2,10.0,New Property,flat,1819.0,0,0,0,0,0,1,125
shapoorji pallonji joyville gurugram,0.09,sector 102,1060.0,2,2,2,12.0,New Property,flat,747.0,0,0,0,0,0,1,57
samadhan shri kamal cghs,2.0,sector 1,1143.0,4,4,3+,10.0,Moderately Old,flat,1956.0,0,0,0,0,0,0,0
hcbs sports ville,0.02,sohna road,461.0,1,1,1,9.0,Relatively New,flat,477.85,0,0,0,0,0,2,44
antriksh heights,0.09,sector 84,504.0,3,3,3,2.0,Relatively New,flat,1652.0,1,0,0,1,0,1,67
bestech park view city,3.0,sector 49,1259.0,4,4,3,5.0,Moderately Old,flat,2200.0,0,1,0,1,0,2,141
assotech blith,1.0,sector 99,659.0,2,2,2,2.0,New Property,flat,1235.0,0,0,0,0,1,2,72
unitech espace,7.45,sector 50,34491.0,4,4,3,3.0,Old Property,house,4500.0,0,1,0,0,0,2,59
emaar mgf the palm drive,3.0,sector 66,1778.0,3,3,3,12.0,Relatively New,flat,16876.0,1,1,1,1,0,2,117
supertech new soft launch,0.08,sector 68,712.0,2,2,2,7.0,New Property,flat,1180.0,0,0,0,0,0,1,0
independent,3.3,sector 57,19097.0,4,4,2,3.0,Moderately Old,house,1728.0,0,0,1,0,0,2,60
ansal heights 86,1.0,sector 86,740.0,3,2,1,11.0,New Property,flat,1529.0,0,0,0,0,0,1,45
m3m capital,2.0,sector 113,1480.0,3,3,3+,2.0,Under Construction,flat,1534.0,1,0,0,0,0,1,49
vatika the seven lamps,1.0,sector 82,875.0,3,3,3,11.0,Relatively New,flat,2000.0,1,1,0,1,0,2,145
bestech park view sanskruti,1.0,sector 92,755.0,3,3,3,10.0,Relatively New,flat,1765.0,0,1,0,0,0,2,60
brisk lumbini terrace homes,1.0,sector 109,634.0,3,3,1,4.0,Moderately Old,flat,2419.0,0,0,0,0,0,1,20
the penthouses at the hibiscus,8.0,sector 50,850.0,4,4,3,9.0,Moderately Old,flat,11111.0,0,1,0,0,0,1,35
ss the leaf,1.0,sector 85,735.0,3,4,3,6.0,Moderately Old,flat,1450.0,0,1,0,0,0,2,135
international city by sobha phase 2,6.2,sector 109,25514.0,5,5,2,2.0,Relatively New,house,2430.0,0,1,0,0,0,1,135
huda plots,2.95,sector 56,20359.0,2,2,2,1.0,Moderately Old,house,1449.0,0,0,0,0,0,1,31
signature global orchard avenue,0.03,sector 93,638.0,2,2,2,7.0,Relatively New,flat,661.0,0,0,0,0,0,1,16
pyramid urban homes 2,0.04,sector 86,828.0,2,2,1,7.0,New Property,flat,557.0,1,1,0,1,1,1,49
independent,9.85,sector 43,29642.0,5,5,2,3.0,Old Property,house,3323.0,1,1,0,1,0,1,21
pyramid urban homes 2,0.04,sector 86,858.0,2,2,1,6.0,New Property,flat,557.0,1,0,0,0,0,1,92
shapoorji pallonji joyville gurugram,1.0,sector 102,1456.0,2,2,3,0.0,Relatively New,flat,1073.0,0,0,0,0,0,1,49
godrej nature plus,1.0,sector 33,996.0,3,2,3+,8.0,New Property,flat,1730.0,0,0,0,0,0,1,43
independent,0.92,sector 4,15257.0,4,4,3,4.0,Moderately Old,house,603.0,0,0,0,0,1,1,0
emaar mgf the palm drive,2.0,sector 66,1647.0,3,4,3,8.0,Relatively New,flat,1920.0,0,1,0,0,0,2,117
tulip lemon,0.06,sector 69,1288.0,2,2,1,4.0,Relatively New,flat,536.0,0,0,0,0,0,2,108
huda ashok vihar phase,0.04,sector 4,661.0,2,2,1,2.0,Relatively New,flat,722.0,0,0,0,0,0,1,7
vatika gurgaon,1.0,sector 83,700.0,3,3,3,3.0,Relatively New,flat,1618.0,0,0,1,0,0,1,79
smart world gems,1.0,sector 89,1253.0,3,3,3,3.0,Under Construction,flat,1064.0,0,0,1,1,0,1,131
afnhb jalvayu vihar,0.06,sector 30,727.0,2,2,1,3.0,Old Property,flat,896.0,0,0,0,0,0,1,65
godrej nature plus,1.0,sector 33,903.0,2,2,3+,15.0,Under Construction,flat,1539.0,0,0,0,0,0,1,44
chd avenue,0.09,sector 71,792.0,2,2,0,5.0,Moderately Old,flat,1200.0,0,0,0,0,0,1,0
independent,3.5,sector 31,24155.0,4,3,3,2.0,Moderately Old,house,1449.0,0,0,1,0,0,2,81
tata primanti,3.0,sector 72,1143.0,4,5,3+,10.0,Relatively New,flat,2625.0,0,1,0,0,1,1,38
malibu towne,2.0,sector 47,1000.0,3,3,0,0.0,Moderately Old,flat,2667.0,0,0,0,0,0,2,22
unitech fresco,1.0,sector 50,959.0,3,4,3+,6.0,Moderately Old,flat,1870.0,0,1,0,0,0,2,174
valley view estate,0.03,gwal pahari,609.0,1,1,1,11.0,Moderately Old,flat,565.0,0,0,0,0,0,1,42
independent,5.65,sector 46,23870.0,8,6,3+,3.0,Moderately Old,house,2367.0,0,1,0,0,0,2,67
dlf city plots phase 2,10.75,sector 25,29861.0,9,9,3+,3.0,Old Property,house,3600.0,0,1,1,1,0,1,73
ss the leaf,2.0,sector 85,1187.0,3,4,3,5.0,Relatively New,flat,2026.0,0,1,0,0,0,1,156
microtek greenburg,1.0,sector 86,876.0,2,2,3,10.0,Relatively New,flat,1339.0,1,0,0,0,0,1,38
sidhartha ncr greens,0.05,sector 95,566.0,2,2,3,13.0,New Property,flat,896.0,0,0,0,0,0,1,8
ss the leaf,1.0,sector 85,1247.0,2,2,3,12.0,Relatively New,flat,1173.0,1,0,0,0,0,1,75
signature the serenas,0.04,sohna road,791.0,2,2,1,12.0,New Property,flat,590.0,0,0,0,0,0,1,54
m3m heights,2.0,sector 65,1417.0,3,3,3,26.0,New Property,flat,1654.0,0,0,0,0,0,1,15
godrej aria,1.0,sector 79,962.0,2,4,2,3.0,Relatively New,flat,1223.0,0,0,0,0,0,1,53
emaar palm gardens,1.0,sector 83,947.0,3,4,3,4.0,Relatively New,flat,1551.0,1,1,1,1,0,2,174
independent,0.6,sector 3,6000.0,1,1,0,1.0,Moderately Old,house,1000.0,0,0,0,0,0,1,0
the close north,2.0,sector 50,1136.0,3,3,3,8.0,Moderately Old,flat,1900.0,0,0,0,0,0,2,49
emaar mgf the palm drive,3.0,sector 66,1538.0,3,3,2,12.0,Relatively New,flat,19501.0,0,1,0,0,0,1,96
sneh vihar,1.35,sohna road road,10000.0,5,5,3+,4.0,Relatively New,house,1350.0,0,0,0,0,0,1,0
indiabulls enigma,4.0,sector 110,1095.0,5,5,3+,4.0,Relatively New,flat,3511.0,0,1,0,0,0,1,101
palam vihar extension west zone rwa,0.65,sector 2,5778.0,2,2,1,1.0,Moderately Old,house,1125.0,0,0,1,0,0,1,23
pyramid urban homes 2,0.05,sector 86,962.0,2,2,1,10.0,Relatively New,flat,578.0,0,0,0,0,0,1,15
orris aster court,0.06,sector 85,522.0,2,2,2,5.0,Relatively New,flat,1075.0,0,0,0,0,0,1,37
eldeco accolade,0.07,sohna road,578.0,2,2,3,5.0,Relatively New,flat,978.0,0,0,0,1,0,1,33
independent,3.35,sector 43,26973.0,1,1,0,1.0,Old Property,house,1242.0,0,0,0,0,0,1,9
independent,5.25,sector 24,38889.0,4,4,3+,2.0,Relatively New,house,1350.0,0,1,0,1,0,2,72
international city by sobha phase 2,6.25,sector 109,10035.0,5,7,3+,3.0,Relatively New,house,6228.0,1,1,1,1,0,1,147
emaar mgf marbella,12.0,sector 66,38095.0,5,6,3+,4.0,New Property,house,3150.0,0,1,0,1,0,1,38
signature global park,0.05,sohna road,720.0,2,2,2,4.0,Under Construction,flat,833.0,0,0,0,0,0,1,111
chd avenue,1.0,sector 71,794.0,3,3,2,1.0,Moderately Old,flat,1958.0,0,0,0,1,0,2,125
dlf the ultima,2.0,sector 81,1141.0,3,4,3+,19.0,Relatively New,flat,1903.0,0,1,0,0,0,0,174
bptp terra,1.0,sector 37d,799.0,4,4,3,7.0,Relatively New,flat,2100.0,0,0,0,0,1,2,120
antriksh heights,0.07,sector 84,458.0,3,3,3+,8.0,New Property,flat,1561.0,0,0,0,0,0,1,24
independent,0.38,sector 12,4222.0,3,3,3,3.0,Relatively New,house,900.0,0,0,0,0,0,1,0
independent,1.7,sector 12,9444.0,3,3,0,1.0,Old Property,house,200.0,0,0,0,0,0,1,0
rof ananda,0.03,sector 95,589.0,3,2,1,2.0,Relatively New,flat,716.0,0,0,0,1,0,2,66
signature global city 81,0.08,sector 81,1465.0,2,2,2,4.0,Under Construction,flat,607.0,1,0,0,0,0,1,36
sare homes,1.0,sector 92,536.0,4,4,2,12.0,Relatively New,flat,2322.0,0,1,0,0,0,1,85
independent,0.4,sector 4,8889.0,1,1,0,1.0,Moderately Old,house,450.0,0,0,0,0,0,1,0
bptp pedestal,1.0,sector 70a,1016.0,3,3,3,2.0,New Property,flat,1750.0,0,1,0,0,1,1,77
dlf the ultima,2.0,sector 81,1094.0,3,3,3+,19.0,Relatively New,flat,1617.0,1,1,0,1,1,0,49
kendriya vihar,0.06,sector 56,861.0,1,1,1,0.0,Moderately Old,flat,839.0,0,0,0,0,0,1,143
independent,5.0,sector 2,15385.0,6,6,2,1.0,Old Property,house,3611.0,0,0,0,0,0,1,0
independent,0.75,sector 36,6938.0,3,1,0,1.0,New Property,house,1081.0,0,0,0,0,0,1,0
avl 36 gurgaon,0.03,sector 36a,1053.0,1,1,1,3.0,Relatively New,flat,319.0,0,0,0,0,0,2,88
rof ananda,0.03,sector 95,583.0,2,2,1,9.0,Relatively New,flat,610.0,0,0,0,1,0,2,71
independent,5.5,sector 43,28424.0,1,1,0,1.0,Old Property,house,1935.0,0,0,0,0,1,1,12
godrej nature plus,1.0,sector 33,772.0,2,2,2,14.0,Under Construction,flat,1253.0,0,0,0,0,0,1,68
vipul belmonte,6.0,sector 53,2192.0,3,4,3+,0.0,Old Property,flat,2683.0,1,0,0,0,1,1,72
tata primanti,3.0,sector 72,1343.0,4,4,3+,39.0,Relatively New,flat,2509.0,0,1,0,0,1,1,49
sobha city,2.0,sector 108,1520.0,3,3,2,8.0,Relatively New,flat,1548.0,0,0,0,0,0,1,99
mian wali,1.7,sector 12,9444.0,1,1,1,1.0,Old Property,house,1800.0,0,1,0,0,0,1,7
microtek greenburg,1.0,sector 86,871.0,3,4,3,8.0,Relatively New,flat,1715.0,0,1,0,0,0,1,124
umang monsoon breeze,1.0,sector 78,649.0,3,3,2,8.0,Moderately Old,flat,2045.0,0,0,0,1,0,0,8
tulip violet,1.0,sector 69,836.0,4,4,2,7.0,Relatively New,flat,1819.0,0,0,0,0,0,1,127
godrej nature plus,1.0,sector 33,1156.0,2,2,2,15.0,Under Construction,flat,103.0,0,0,0,0,0,1,38
ireo the corridors,2.0,sector 67a,1158.0,3,3,2,6.0,Under Construction,flat,1346.0,0,0,0,0,1,1,15
sare crescent parc,1.0,sector 92,707.0,4,4,3,8.0,Relatively New,flat,2267.0,0,0,0,0,0,1,37
unitech deerwood chase,15.0,sector 50,33333.0,4,4,2,2.0,Moderately Old,house,4500.0,0,1,0,0,0,1,160
emaar palm gardens,1.0,sector 83,921.0,3,3,3,6.0,Relatively New,flat,1600.0,0,1,0,0,0,2,174
greenopolis,0.08,sector 89,482.0,2,3,3,8.0,Under Construction,flat,1502.0,1,0,0,0,1,1,60
dlf regal gardens,1.0,sector 90,808.0,4,3,3+,10.0,Moderately Old,flat,2461.0,0,0,0,0,0,1,63
raheja maheshwara,0.04,sohna road,437.0,2,2,2,11.0,Under Construction,flat,995.0,0,0,0,0,0,1,45
sare homes,0.09,sector 92,425.0,4,3,2,16.0,New Property,flat,1983.0,0,0,0,0,0,1,95
independent,2.1,sector 40,23333.0,3,3,2,3.0,Moderately Old,house,900.0,0,0,0,0,1,2,35
dlf new town heights,1.0,sector 90,730.0,4,4,3+,9.0,Relatively New,flat,3030.0,0,1,0,1,0,2,102
independent,0.9,sector 12,13333.0,4,4,0,2.0,Old Property,house,675.0,0,0,0,0,0,1,0
dlf new town heights,1.0,sector 86,673.0,3,3,3,12.0,Moderately Old,flat,1747.0,0,1,0,0,0,2,165
independent,1.8,sector 39,21871.0,1,1,2,3.0,Relatively New,house,800.0,0,0,0,0,0,1,0
hsiidc sidco shivalik apartments,0.08,manesar,510.0,3,2,2,5.0,Moderately Old,flat,1508.0,0,0,0,0,0,1,0
bestech park view ananda,1.0,sector 81,754.0,3,3,3+,8.0,Old Property,flat,1989.0,0,0,0,0,0,1,114
bhagwati sadan,1.0,sector 12,575.0,3,4,2,2.0,Old Property,flat,2000.0,1,1,0,0,1,2,28
m3m golfestate,5.0,sector 65,2421.0,3,3,3,38.0,Moderately Old,flat,2506.0,0,1,0,0,0,0,49
vatika city homes,1.0,sector 83,857.0,3,3,3,8.0,Moderately Old,flat,1468.0,0,0,0,1,0,2,103
emaar mgf emerald floors premier,2.0,sector 65,1443.0,4,4,3,3.0,Relatively New,flat,2194.0,1,1,0,0,0,1,28
signature andour heights,0.05,sector 71,861.0,2,2,1,7.0,Relatively New,flat,600.0,0,0,0,0,0,2,24
tulip violet,1.0,sector 69,852.0,3,3,2,12.0,Relatively New,flat,1392.0,0,0,0,1,0,2,174
independent,7.0,sector 26,39260.0,5,5,2,3.0,Relatively New,house,1783.0,0,1,0,0,0,1,9
essel towers,2.0,sector 14,1250.0,4,5,3+,8.0,Old Property,flat,2200.0,1,1,0,0,0,0,128
ss the leaf,1.0,sector 85,832.0,2,2,3,17.0,New Property,flat,1550.0,0,0,0,0,1,1,145
independent,0.58,sector 4,9619.0,2,2,1,2.0,Moderately Old,house,67.0,0,0,0,1,1,1,7
sare crescent parc royal greens phase 1,0.07,sector 92,433.0,4,4,3+,3.0,Relatively New,flat,1734.0,0,0,0,0,0,1,93
dlf regal gardens,1.0,sector 90,734.0,3,3,3,28.0,Moderately Old,flat,1541.0,0,1,0,0,0,1,38
puri emerald bay,2.0,sector 104,939.0,3,4,3+,10.0,Moderately Old,flat,2217.0,0,1,0,0,0,1,101
independent,5.8,sector 26,32222.0,5,5,3+,2.0,Old Property,house,1800.0,1,1,1,1,0,1,53
signature global solera,0.05,sector 107,775.0,3,2,2,6.0,Relatively New,flat,717.0,0,0,0,0,1,1,49
sare homes,0.09,sector 92,487.0,4,3,3,13.0,New Property,flat,1765.0,0,0,0,0,0,1,0
piedmont taksila heights,1.0,sector 37c,479.0,3,3,3,7.0,Relatively New,flat,1738.0,0,0,0,0,0,2,81
dlf the arbour,7.0,sector 63,2000.0,4,4,3+,34.0,Under Construction,flat,3950.0,0,0,0,0,0,1,61
ansal housing highland park,2.0,sector 103,749.0,4,5,3+,14.0,New Property,flat,2416.0,0,1,0,0,0,1,45
ace palm floors,0.09,sector 89,786.0,2,2,2,1.0,New Property,flat,1371.0,1,0,0,0,0,1,28
ild greens,1.0,sector 37c,750.0,3,3,3,4.0,New Property,flat,1500.0,0,0,0,0,0,2,5
dlf city phase 1,5.5,sector 26,30556.0,4,4,3+,2.0,Moderately Old,house,1800.0,0,0,1,1,0,1,49
experion windchants,3.0,sector 112,1154.0,3,3,2,2.0,Relatively New,flat,2600.0,0,0,0,0,1,2,49
independent,2.55,sector 2,16378.0,3,3,2,2.0,Old Property,house,1557.0,0,0,0,0,0,1,8
signature global park 4,0.08,sector 36,758.0,3,2,3,2.0,New Property,flat,1201.0,0,0,0,0,0,1,24
independent,5.6,sector 2,17284.0,8,6,3+,2.0,Moderately Old,house,3240.0,1,1,1,1,0,1,0
independent,1.7,sector 12,8000.0,5,5,3,3.0,Moderately Old,house,2000.0,0,0,0,1,1,1,9
emaar digihomes,3.0,sector 62,1526.0,3,3,3,33.0,New Property,flat,2876.0,0,1,0,0,0,2,49
signature global grand iva,0.05,sector 103,625.0,2,2,2,10.0,Relatively New,flat,698.0,0,0,0,0,0,1,8
umang winter hills,1.0,sector 77,659.0,3,3,3,14.0,Relatively New,flat,1822.0,0,0,0,0,0,1,46
ats tourmaline,1.0,sector 109,800.0,3,4,3+,7.0,Relatively New,flat,1797.0,0,1,0,0,0,1,167
corona optus,1.0,sector 37c,703.0,3,3,3+,4.0,Relatively New,flat,1890.0,0,1,0,0,0,1,149
ats kocoon,1.0,sector 109,1065.0,3,3,3,19.0,Relatively New,flat,1650.0,0,0,1,0,0,2,159
proxima tower,0.06,sector 37c,460.0,2,2,3,5.0,Under Construction,flat,1180.0,1,0,0,1,0,1,55
shree vardhman flora,0.07,sector 90,518.0,2,3,2,7.0,Relatively New,flat,1502.0,1,0,0,0,0,2,49
puri emerald bay,2.0,sector 104,991.0,3,4,3+,10.0,Relatively New,flat,2359.0,0,1,0,0,0,2,159
project mianwali colony,1.7,sector 12,9444.0,1,1,2,1.0,Old Property,house,2000.0,0,0,0,0,0,1,0
emaar mgf emerald floors premier,2.0,sector 65,1424.0,3,3,2,4.0,Relatively New,flat,1650.0,1,1,0,0,0,1,165
independent,3.71,sector 12,19818.0,3,3,1,4.0,Moderately Old,house,1872.0,0,0,0,1,0,1,0
suncity vatsal valley,1.0,gwal pahari,1334.0,2,2,2,3.0,New Property,flat,833.0,0,0,0,0,0,2,13
sare homes,0.08,sector 92,469.0,4,4,3,1.0,Moderately Old,flat,1893.0,0,0,0,0,0,1,77
central park 2 bellevue,2.0,sector 48,1075.0,3,4,3+,3.0,Moderately Old,flat,2574.0,0,0,0,0,0,1,32
independent,1.65,sector 41,13750.0,1,1,0,1.0,Moderately Old,house,1200.0,0,0,0,0,0,1,0
puri diplomatic greens,5.0,sector 111,1167.0,4,6,3+,7.0,Relatively New,flat,4072.0,0,1,0,0,0,2,134
raheja vedaanta,0.07,sector 108,465.0,2,2,2,12.0,Relatively New,flat,1505.0,0,0,0,0,0,1,0
park view apartment,1.0,sector 56,756.0,3,3,3+,2.0,Old Property,flat,2400.0,0,1,0,1,0,2,104
